ClientId;CreditStatus
865933;Reprovado
214107;Ativo
268543;Reprovado
868657;Reprovado
746680;Ativo
6587;Reprovado
938451;Reprovado
978254;Ativo
64152;Ativo
508799;Bloqueado
249571;Ativo
294753;Reprovado
104652;Reprovado
876464;Ativo
616027;Ativo
560720;Reprovado
633059;Reprovado
778162;Reprovado
112339;Ativo
899148;Reprovado
178954;Ativo
177573;Ativo
181713;Ativo
905190;Ativo
21303;Reprovado
268711;Reprovado
580914;Ativo
624889;Reprovado
645264;Reprovado
848122;Bloqueado
99103;Reprovado
197604;Ativo
124647;Ativo
901211;Reprovado
274308;Reprovado
833496;Reprovado
203532;Reprovado
614140;Ativo
923648;Reprovado
47857;Ativo
995520;Reprovado
465528;Reprovado
176727;Reprovado
867156;Ativo
904113;Ativo
198890;Reprovado
728851;Bloqueado
801375;Reprovado
822357;Reprovado
763908;Ativo
546189;Reprovado
605671;Reprovado
854110;Ativo
720679;Ativo
110124;Ativo
442876;Reprovado
582075;Ativo
450014;Ativo
116607;Ativo
663091;Reprovado
153650;Reprovado
529920;Reprovado
102883;Reprovado
981686;Reprovado
704860;Ativo
412464;Ativo
86186;Ativo
955153;Reprovado
494771;Ativo
366606;Reprovado
877778;Ativo
477995;Ativo
727704;Ativo
995032;Reprovado
864348;Ativo
185137;Ativo
370125;Bloqueado
313273;Reprovado
228509;Reprovado
143723;Reprovado
608873;Reprovado
174507;Ativo
748518;Ativo
856912;Reprovado
242624;Reprovado
103968;Reprovado
103594;Reprovado
809932;Reprovado
171749;Ativo
945766;Ativo
982081;Reprovado
568407;Ativo
826413;Ativo
31734;Reprovado
163680;Reprovado
692983;Reprovado
985097;Ativo
719568;Reprovado
960755;Ativo
452059;Ativo
429710;Reprovado
465559;Reprovado
973296;Ativo
146625;Reprovado
215543;Bloqueado
603650;Ativo
715324;Reprovado
237561;Ativo
535166;Reprovado
602893;Ativo
984722;Bloqueado
616545;Ativo
507864;Reprovado
492555;Ativo
818974;Reprovado
777236;Reprovado
942687;Ativo
691986;Ativo
373447;Reprovado
287718;Reprovado
24865;Reprovado
586152;Reprovado
79311;Reprovado
637680;Ativo
954022;Bloqueado
697985;Reprovado
889729;Bloqueado
450477;Ativo
240901;Ativo
642879;Reprovado
146435;Reprovado
891020;Ativo
590903;Reprovado
419037;Ativo
934128;Reprovado
504393;Ativo
937541;Ativo
357304;Ativo
793635;Ativo
665419;Reprovado
847316;Reprovado
795568;Ativo
323772;Ativo
270950;Reprovado
550600;Ativo
753340;Bloqueado
547469;Ativo
858213;Ativo
537823;Reprovado
312432;Ativo
832040;Ativo
277876;Ativo
803673;Bloqueado
63496;Ativo
129397;Reprovado
594449;Ativo
139186;Ativo
171429;Ativo
324620;Reprovado
593908;Aprovado
475108;Ativo
779538;Reprovado
134970;Reprovado
429314;Ativo
455374;Reprovado
282514;Ativo
809765;Ativo
970173;Ativo
479455;Reprovado
44582;Ativo
371154;Reprovado
495235;Reprovado
316009;Ativo
212589;Ativo
95969;Ativo
472137;Reprovado
71938;Reprovado
241518;Reprovado
738528;Ativo
114057;Reprovado
513776;Ativo
827012;Reprovado
467924;Reprovado
325125;Reprovado
178520;Ativo
734181;Reprovado
831979;Ativo
645209;Ativo
731921;Reprovado
876207;Ativo
589985;Reprovado
561232;Ativo
815476;Ativo
356749;Reprovado
203102;Ativo
7193;Reprovado
371937;Reprovado
476632;Ativo
10612;Ativo
313296;Ativo
683691;Bloqueado
610787;Reprovado
888120;Reprovado
209871;Ativo
631131;Reprovado
904177;Reprovado
531039;Reprovado
200831;Ativo
88689;Reprovado
77113;Reprovado
840930;Ativo
644256;Ativo
798885;Reprovado
973474;Ativo
374578;Ativo
555324;Ativo
195012;Reprovado
213141;Ativo
383669;Ativo
744569;Ativo
665663;Reprovado
187175;Ativo
744554;Reprovado
68164;Reprovado
556286;Reprovado
767174;Ativo
809901;Reprovado
236002;Ativo
656667;Ativo
170136;Ativo
103855;Reprovado
829279;Ativo
708343;Reprovado
918513;Reprovado
272339;Bloqueado
166341;Reprovado
488702;Ativo
546769;Ativo
183435;Reprovado
606170;Reprovado
446112;Ativo
252051;Ativo
301297;Ativo
123707;Reprovado
940811;Ativo
312984;Ativo
490596;Reprovado
219712;Reprovado
345308;Ativo
365339;Reprovado
273222;Ativo
729837;Bloqueado
729850;Ativo
88481;Ativo
786726;Ativo
266925;Reprovado
341840;Reprovado
13511;Ativo
747699;Ativo
149220;Ativo
905515;Reprovado
54537;Ativo
686461;Reprovado
65590;Ativo
290355;Reprovado
841355;Ativo
199900;Reprovado
862119;Bloqueado
28085;Ativo
564132;Ativo
279559;Reprovado
713277;Ativo
273161;Reprovado
713213;Ativo
540930;Reprovado
917111;Ativo
855195;Reprovado
665849;Reprovado
475273;Reprovado
273820;Reprovado
765463;Ativo
82054;Ativo
72414;Reprovado
365845;Bloqueado
179800;Reprovado
858021;Reprovado
248309;Ativo
878768;Bloqueado
696080;Reprovado
617825;Ativo
181859;Ativo
920745;Reprovado
783589;Bloqueado
366572;Ativo
421432;Reprovado
794329;Ativo
766545;Bloqueado
210750;Reprovado
783766;Reprovado
8126;Ativo
311883;Reprovado
287298;Reprovado
282617;Reprovado
962343;Reprovado
104651;Ativo
175133;Ativo
620399;Reprovado
816511;Reprovado
681020;Ativo
639499;Reprovado
250381;Ativo
649151;Ativo
476022;Ativo
666915;Ativo
640828;Ativo
610053;Ativo
251865;Reprovado
356520;Reprovado
134801;Reprovado
779739;Ativo
934723;Ativo
392300;Ativo
127976;Ativo
598596;Reprovado
403198;Reprovado
124503;Ativo
876443;Ativo
148428;Ativo
614548;Bloqueado
829351;Ativo
3467;Reprovado
506526;Reprovado
935050;Reprovado
111153;Reprovado
4135;Ativo
329520;Reprovado
314;Ativo
579827;Reprovado
795497;Reprovado
129533;Ativo
666709;Ativo
36142;Reprovado
624129;Reprovado
586949;Bloqueado
180651;Reprovado
492336;Ativo
282972;Ativo
792127;Reprovado
518504;Ativo
213494;Ativo
124971;Reprovado
251891;Reprovado
292000;Ativo
637157;Reprovado
845847;Reprovado
923753;Reprovado
799952;Reprovado
330351;Reprovado
727547;Ativo
47260;Ativo
215020;Reprovado
617602;Ativo
534136;Bloqueado
221264;Reprovado
58161;Ativo
861621;Reprovado
446281;Ativo
649789;Bloqueado
160675;Ativo
68773;Ativo
389600;Bloqueado
510673;Reprovado
921355;Reprovado
161733;Reprovado
397023;Reprovado
319864;Ativo
772;Ativo
939711;Reprovado
160431;Reprovado
405942;Ativo
45914;Ativo
314864;Ativo
247516;Reprovado
473527;Ativo
665235;Reprovado
298839;Reprovado
855618;Ativo
478612;Ativo
588446;Reprovado
455216;Bloqueado
187850;Ativo
880146;Reprovado
798893;Ativo
900681;Ativo
176412;Reprovado
607489;Reprovado
926485;Reprovado
464795;Ativo
362670;Ativo
538481;Reprovado
678888;Ativo
852416;Ativo
414313;Ativo
434466;Reprovado
477291;Reprovado
831054;Ativo
212744;Bloqueado
236382;Ativo
476774;Reprovado
139750;Ativo
723663;Ativo
336756;Bloqueado
728957;Ativo
184438;Ativo
431022;Reprovado
896441;Reprovado
949116;Reprovado
558385;Ativo
233418;Reprovado
140534;Reprovado
47652;Reprovado
763811;Ativo
783099;Ativo
416211;Ativo
184017;Reprovado
942825;Ativo
812002;Reprovado
942614;Ativo
863992;Ativo
831629;Reprovado
473934;Ativo
891587;Reprovado
908167;Ativo
737946;Reprovado
821286;Reprovado
266334;Reprovado
398557;Reprovado
101918;Ativo
320551;Ativo
217297;Ativo
800707;Reprovado
69273;Reprovado
88272;Reprovado
611497;Reprovado
828956;Reprovado
761045;Reprovado
513633;Ativo
677322;Ativo
42936;Bloqueado
811556;Reprovado
735301;Ativo
168038;Reprovado
207410;Reprovado
53455;Ativo
265020;Ativo
312152;Ativo
529385;Bloqueado
249204;Reprovado
37205;Bloqueado
402190;Reprovado
720364;Reprovado
108843;Ativo
560655;Reprovado
689969;Ativo
188916;Reprovado
270162;Ativo
256345;Reprovado
344790;Reprovado
371524;Ativo
875982;Ativo
489563;Ativo
463232;Ativo
227841;Reprovado
363037;Ativo
635220;Ativo
578322;Reprovado
80473;Reprovado
557927;Reprovado
389428;Reprovado
901676;Ativo
347021;Reprovado
160224;Ativo
403161;Reprovado
73963;Ativo
789694;Ativo
988476;Reprovado
795343;Ativo
393936;Ativo
813042;Ativo
920564;Bloqueado
55917;Bloqueado
26577;Reprovado
864013;Reprovado
973166;Ativo
897817;Bloqueado
20079;Ativo
170148;Bloqueado
75846;Ativo
774605;Ativo
351122;Reprovado
996836;Ativo
904670;Reprovado
938639;Ativo
348527;Ativo
627042;Reprovado
787565;Reprovado
811552;Ativo
227610;Bloqueado
395321;Bloqueado
243443;Ativo
613255;Bloqueado
416612;Reprovado
29215;Reprovado
674386;Reprovado
154954;Ativo
692852;Ativo
322300;Reprovado
963699;Ativo
780384;Reprovado
354095;Reprovado
467058;Bloqueado
7915;Reprovado
281746;Ativo
447103;Reprovado
989234;Reprovado
16915;Ativo
308002;Ativo
222519;Reprovado
568403;Reprovado
696603;Reprovado
689907;Ativo
915988;Ativo
8845;Ativo
937588;Ativo
614129;Reprovado
528204;Ativo
846908;Ativo
106581;Reprovado
183043;Reprovado
905060;Ativo
537166;Ativo
740194;Ativo
124346;Reprovado
292837;Reprovado
389864;Ativo
268067;Ativo
392154;Reprovado
156446;Reprovado
346994;Ativo
303339;Reprovado
760914;Bloqueado
787228;Reprovado
461388;Ativo
501586;Reprovado
936996;Ativo
129904;Ativo
889423;Ativo
396630;Reprovado
18854;Ativo
285623;Reprovado
851608;Reprovado
289436;Reprovado
177154;Reprovado
511951;Reprovado
211831;Reprovado
85572;Ativo
243983;Ativo
91789;Reprovado
919251;Ativo
337291;Bloqueado
819511;Ativo
923279;Ativo
442309;Reprovado
336439;Reprovado
822659;Aprovado
166792;Ativo
292434;Reprovado
333346;Reprovado
289396;Aprovado
437369;Reprovado
509981;Ativo
182048;Bloqueado
681725;Ativo
218102;Ativo
706519;Reprovado
317582;Ativo
264179;Ativo
970994;Reprovado
217384;Reprovado
683686;Bloqueado
524620;Ativo
934754;Ativo
471231;Bloqueado
991952;Reprovado
246883;Reprovado
824423;Reprovado
494149;Ativo
671285;Bloqueado
180747;Ativo
300279;Reprovado
60770;Reprovado
512873;Reprovado
382748;Reprovado
252764;Reprovado
789228;Reprovado
676039;Ativo
881653;Bloqueado
27920;Ativo
641043;Reprovado
864135;Ativo
50558;Reprovado
399450;Reprovado
931805;Reprovado
416840;Reprovado
426889;Ativo
904460;Bloqueado
299686;Ativo
700967;Bloqueado
191496;Reprovado
223037;Reprovado
653361;Ativo
636923;Ativo
547408;Ativo
382734;Bloqueado
643689;Reprovado
868559;Ativo
850258;Ativo
83300;Ativo
711834;Reprovado
557123;Bloqueado
679071;Reprovado
853806;Reprovado
305859;Ativo
608004;Reprovado
528664;Ativo
637198;Reprovado
759858;Reprovado
852817;Reprovado
175090;Reprovado
373168;Ativo
713278;Ativo
557737;Reprovado
662938;Ativo
943907;Reprovado
272628;Reprovado
782275;Ativo
551068;Ativo
51420;Ativo
429674;Reprovado
664272;Ativo
634413;Reprovado
38373;Ativo
502172;Reprovado
639843;Reprovado
636261;Reprovado
161675;Ativo
688654;Reprovado
862258;Reprovado
835678;Ativo
663946;Reprovado
803653;Reprovado
280598;Reprovado
584851;Reprovado
517373;Ativo
77385;Reprovado
777941;Ativo
495046;Ativo
479287;Ativo
446449;Ativo
859535;Bloqueado
305537;Ativo
371471;Reprovado
161907;Ativo
488916;Ativo
356670;Bloqueado
55313;Ativo
733252;Reprovado
155055;Reprovado
389150;Reprovado
873578;Ativo
23362;Reprovado
322212;Ativo
450857;Reprovado
431232;Reprovado
949924;Ativo
266527;Reprovado
406623;Bloqueado
615182;Ativo
397868;Ativo
362431;Ativo
646665;Reprovado
567300;Reprovado
991984;Reprovado
607228;Reprovado
363442;Reprovado
239408;Reprovado
399142;Reprovado
987018;Ativo
20053;Reprovado
986466;Bloqueado
84175;Ativo
204959;Reprovado
426717;Reprovado
214971;Ativo
632309;Reprovado
787425;Ativo
29745;Reprovado
767125;Reprovado
875116;Ativo
374459;Reprovado
766282;Ativo
375370;Reprovado
167459;Reprovado
452870;Ativo
70672;Bloqueado
246256;Ativo
482946;Ativo
887947;Reprovado
271560;Ativo
465346;Ativo
755020;Reprovado
799073;Reprovado
642481;Ativo
275129;Bloqueado
390325;Ativo
276261;Ativo
4737;Ativo
580018;Ativo
686507;Ativo
375992;Reprovado
799697;Ativo
58864;Ativo
66501;Ativo
685211;Ativo
218432;Ativo
361686;Reprovado
756314;Reprovado
615957;Ativo
568329;Ativo
833552;Reprovado
105053;Ativo
314668;Reprovado
210094;Ativo
117540;Ativo
21049;Ativo
239429;Reprovado
795138;Ativo
351515;Ativo
438718;Reprovado
930113;Reprovado
871735;Bloqueado
398932;Ativo
909202;Reprovado
215705;Reprovado
780579;Ativo
109442;Ativo
459636;Ativo
880616;Reprovado
800522;Ativo
622872;Reprovado
83625;Reprovado
287869;Ativo
363169;Ativo
172605;Ativo
750972;Reprovado
99301;Ativo
387043;Reprovado
699289;Reprovado
646950;Ativo
236317;Ativo
925885;Reprovado
754597;Ativo
467959;Reprovado
978033;Reprovado
602481;Reprovado
854628;Ativo
774520;Ativo
136747;Reprovado
410831;Ativo
546391;Ativo
230599;Reprovado
958617;Reprovado
191448;Reprovado
33171;Reprovado
25097;Reprovado
757726;Aprovado
919988;Bloqueado
993837;Reprovado
964116;Reprovado
612965;Ativo
273839;Reprovado
675689;Reprovado
837186;Reprovado
434508;Reprovado
16900;Bloqueado
30958;Ativo
20277;Ativo
627736;Ativo
395177;Reprovado
818566;Reprovado
186870;Reprovado
691989;Ativo
925360;Ativo
376875;Bloqueado
789903;Ativo
238648;Bloqueado
91886;Ativo
252060;Ativo
527494;Ativo
835310;Reprovado
586833;Bloqueado
737253;Ativo
594474;Reprovado
302679;Ativo
778956;Reprovado
713524;Reprovado
399000;Ativo
249655;Ativo
976610;Reprovado
654773;Ativo
33251;Reprovado
497556;Ativo
996922;Reprovado
570609;Bloqueado
806753;Ativo
409526;Aprovado
662213;Ativo
885979;Ativo
286631;Ativo
113870;Ativo
521478;Ativo
330601;Ativo
401008;Ativo
878222;Reprovado
970943;Reprovado
363653;Ativo
395254;Ativo
953915;Ativo
949637;Reprovado
655618;Reprovado
826592;Ativo
902038;Bloqueado
775764;Reprovado
965898;Reprovado
607536;Reprovado
30497;Reprovado
942829;Reprovado
105683;Ativo
508547;Reprovado
435038;Reprovado
805487;Reprovado
883419;Reprovado
560097;Reprovado
111234;Ativo
583595;Reprovado
526324;Bloqueado
941465;Ativo
639424;Reprovado
880878;Reprovado
292494;Ativo
366264;Reprovado
174257;Reprovado
401677;Reprovado
870064;Reprovado
183000;Ativo
421431;Reprovado
684009;Reprovado
700592;Reprovado
845839;Reprovado
911733;Ativo
278777;Ativo
621034;Ativo
960471;Reprovado
73308;Reprovado
991558;Ativo
991045;Ativo
500794;Ativo
617620;Reprovado
914188;Reprovado
728565;Bloqueado
470710;Ativo
772073;Ativo
948350;Bloqueado
193975;Ativo
248419;Reprovado
450076;Reprovado
310410;Ativo
236805;Bloqueado
708997;Reprovado
880268;Ativo
936218;Ativo
721990;Ativo
832173;Reprovado
984834;Reprovado
133850;Ativo
562948;Ativo
570580;Ativo
611507;Ativo
389559;Ativo
75613;Reprovado
511312;Reprovado
407638;Ativo
605603;Ativo
760196;Reprovado
471245;Ativo
790326;Reprovado
881628;Reprovado
25226;Ativo
241336;Ativo
225523;Ativo
17021;Ativo
606881;Reprovado
562076;Reprovado
706837;Reprovado
720422;Reprovado
773305;Ativo
117669;Reprovado
734169;Reprovado
824914;Ativo
755932;Ativo
601614;Bloqueado
235679;Reprovado
522430;Ativo
955643;Ativo
43426;Ativo
412586;Reprovado
531622;Reprovado
825880;Ativo
20319;Ativo
640882;Ativo
228328;Ativo
137065;Ativo
240991;Reprovado
100089;Reprovado
660029;Ativo
858079;Ativo
387305;Reprovado
451567;Reprovado
713434;Aprovado
363087;Reprovado
16378;Reprovado
641423;Reprovado
307452;Reprovado
896122;Reprovado
655640;Ativo
267790;Reprovado
934587;Ativo
359571;Bloqueado
999573;Ativo
55532;Ativo
743440;Reprovado
758200;Reprovado
529393;Ativo
474975;Reprovado
377030;Reprovado
293452;Ativo
739097;Reprovado
862919;Reprovado
40909;Reprovado
458969;Reprovado
159324;Reprovado
241103;Reprovado
546099;Ativo
626463;Ativo
791793;Reprovado
695148;Ativo
709396;Reprovado
749320;Reprovado
275564;Reprovado
942765;Ativo
470085;Reprovado
18204;Reprovado
635434;Reprovado
7970;Reprovado
438975;Reprovado
82320;Ativo
1179;Ativo
280000;Ativo
827612;Reprovado
784648;Ativo
324507;Reprovado
383246;Reprovado
520818;Reprovado
967190;Reprovado
370639;Ativo
151863;Reprovado
698600;Ativo
756948;Reprovado
580096;Reprovado
377832;Reprovado
770452;Reprovado
595692;Reprovado
500367;Reprovado
407638;Ativo
85572;Ativo
204956;Reprovado
857994;Ativo
828285;Bloqueado
995848;Ativo
295189;Reprovado
684788;Reprovado
442496;Reprovado
686290;Ativo
303328;Reprovado
556327;Ativo
141906;Reprovado
428518;Ativo
504851;Ativo
896222;Ativo
150500;Reprovado
287097;Reprovado
49827;Ativo
584046;Ativo
570584;Ativo
922779;Ativo
829718;Ativo
563013;Bloqueado
227288;Ativo
66343;Ativo
39150;Reprovado
672270;Reprovado
157251;Reprovado
364899;Ativo
819407;Ativo
260631;Ativo
259940;Ativo
290707;Ativo
312642;Ativo
306949;Reprovado
643846;Reprovado
733603;Reprovado
382526;Ativo
451028;Reprovado
129749;Ativo
736259;Ativo
554602;Bloqueado
898873;Ativo
7015;Bloqueado
785868;Ativo
766581;Reprovado
326548;Ativo
262696;Ativo
330305;Ativo
557025;Ativo
722987;Reprovado
534191;Ativo
121981;Reprovado
671065;Reprovado
584840;Ativo
698163;Reprovado
25838;Reprovado
648735;Reprovado
904383;Ativo
648298;Ativo
308988;Bloqueado
310461;Ativo
453973;Reprovado
970420;Reprovado
614674;Reprovado
50993;Reprovado
549742;Ativo
368001;Ativo
814256;Ativo
910182;Ativo
259794;Reprovado
842660;Bloqueado
931219;Reprovado
344777;Reprovado
261886;Reprovado
167217;Reprovado
11866;Bloqueado
376574;Reprovado
379388;Reprovado
187707;Ativo
32170;Reprovado
803091;Reprovado
300918;Ativo
792373;Ativo
343962;Ativo
482158;Reprovado
148985;Reprovado
791131;Ativo
732543;Reprovado
927578;Ativo
631204;Reprovado
322375;Reprovado
565857;Reprovado
259235;Reprovado
249462;Ativo
726379;Reprovado
899103;Reprovado
977606;Ativo
442543;Ativo
672961;Reprovado
111345;Ativo
308895;Ativo
141364;Ativo
641876;Reprovado
829215;Ativo
306474;Bloqueado
813763;Reprovado
499078;Ativo
722090;Ativo
787449;Ativo
328815;Reprovado
754589;Reprovado
119722;Reprovado
58719;Ativo
955275;Ativo
694922;Reprovado
3587;Reprovado
886455;Reprovado
223849;Reprovado
587664;Reprovado
525209;Ativo
375397;Bloqueado
601682;Ativo
868253;Ativo
223826;Bloqueado
659482;Reprovado
976907;Ativo
823285;Ativo
772903;Ativo
815286;Ativo
975427;Ativo
858861;Bloqueado
869159;Ativo
434658;Reprovado
746387;Ativo
475820;Reprovado
53856;Reprovado
770528;Bloqueado
801659;Bloqueado
893592;Reprovado
546845;Ativo
96193;Ativo
752931;Ativo
987990;Bloqueado
750882;Reprovado
792563;Reprovado
364709;Reprovado
651645;Ativo
402406;Reprovado
459455;Ativo
627535;Reprovado
389534;Ativo
732274;Reprovado
875960;Ativo
576720;Reprovado
156581;Ativo
777043;Ativo
897446;Reprovado
36219;Ativo
794021;Ativo
563392;Ativo
16395;Reprovado
634129;Ativo
360065;Ativo
328451;Reprovado
227530;Ativo
779401;Aprovado
665175;Ativo
4488;Ativo
818281;Reprovado
883053;Reprovado
463341;Ativo
77804;Ativo
521400;Reprovado
855313;Ativo
996908;Ativo
601047;Reprovado
95515;Ativo
181535;Ativo
478410;Ativo
798326;Reprovado
137909;Reprovado
329179;Ativo
530431;Reprovado
499153;Ativo
529384;Ativo
481854;Reprovado
167517;Ativo
615652;Ativo
487670;Reprovado
562213;Reprovado
795151;Reprovado
661057;Ativo
909860;Reprovado
840526;Ativo
44445;Ativo
21764;Reprovado
745756;Ativo
105735;Bloqueado
236460;Bloqueado
362006;Reprovado
313681;Reprovado
268338;Ativo
859692;Ativo
9979;Reprovado
704725;Reprovado
277067;Ativo
168544;Ativo
935312;Aprovado
197738;Ativo
116541;Ativo
446357;Reprovado
341482;Reprovado
611230;Ativo
102669;Ativo
618596;Ativo
6635;Ativo
612524;Ativo
334082;Reprovado
857125;Reprovado
739590;Reprovado
174462;Ativo
82771;Bloqueado
110018;Reprovado
305022;Ativo
744369;Reprovado
718827;Reprovado
844011;Ativo
586703;Ativo
898903;Ativo
431640;Reprovado
695586;Reprovado
440824;Ativo
216453;Reprovado
324418;Ativo
667611;Ativo
454471;Reprovado
450143;Ativo
885907;Ativo
62834;Ativo
754446;Ativo
442152;Reprovado
427621;Reprovado
506403;Reprovado
9885;Ativo
63754;Ativo
975082;Ativo
27221;Ativo
465672;Reprovado
197465;Ativo
67628;Ativo
420939;Ativo
511554;Reprovado
886648;Reprovado
974787;Ativo
199168;Reprovado
462684;Ativo
880894;Ativo
483037;Ativo
754996;Reprovado
597843;Ativo
461442;Ativo
424012;Reprovado
842313;Ativo
552257;Ativo
670982;Bloqueado
571587;Ativo
203216;Ativo
142500;Ativo
916290;Reprovado
4703;Ativo
590740;Ativo
22529;Ativo
578770;Ativo
957883;Ativo
819868;Reprovado
198450;Reprovado
116907;Reprovado
63876;Ativo
562893;Ativo
618882;Ativo
559218;Reprovado
579647;Reprovado
558257;Reprovado
924724;Reprovado
31051;Reprovado
601952;Reprovado
673266;Ativo
44190;Ativo
172581;Reprovado
357794;Ativo
613762;Ativo
208728;Ativo
256930;Ativo
301551;Ativo
144538;Ativo
621347;Reprovado
542571;Ativo
588145;Reprovado
167196;Ativo
781310;Ativo
450698;Reprovado
766841;Ativo
838900;Reprovado
951331;Reprovado
294916;Bloqueado
655042;Ativo
47192;Bloqueado
398786;Reprovado
836370;Reprovado
874679;Reprovado
952394;Reprovado
963173;Bloqueado
448000;Ativo
520275;Ativo
782720;Reprovado
507872;Ativo
395563;Ativo
351224;Reprovado
958529;Bloqueado
236697;Ativo
843937;Ativo
858025;Ativo
101098;Reprovado
680619;Ativo
373786;Ativo
117564;Ativo
997412;Ativo
220428;Ativo
205793;Ativo
882038;Ativo
105608;Reprovado
371312;Reprovado
96914;Reprovado
99890;Ativo
926268;Reprovado
9429;Ativo
441022;Reprovado
797121;Reprovado
285059;Reprovado
490744;Bloqueado
914419;Bloqueado
97241;Reprovado
78554;Bloqueado
618887;Reprovado
341012;Reprovado
741593;Bloqueado
710306;Reprovado
346927;Ativo
568770;Ativo
65342;Ativo
150679;Reprovado
675816;Aprovado
305768;Reprovado
990914;Reprovado
924621;Reprovado
96515;Ativo
657963;Reprovado
445828;Reprovado
766467;Reprovado
38610;Reprovado
266914;Reprovado
692888;Reprovado
566137;Reprovado
238152;Ativo
17944;Ativo
391583;Reprovado
382244;Ativo
209781;Ativo
576742;Reprovado
741299;Ativo
797008;Bloqueado
803245;Reprovado
39152;Ativo
620486;Ativo
310473;Reprovado
192187;Ativo
475546;Reprovado
222124;Ativo
3023;Ativo
353204;Reprovado
688014;Ativo
887947;Ativo
311364;Ativo
821107;Ativo
339028;Reprovado
105772;Reprovado
826467;Bloqueado
402600;Ativo
729968;Ativo
745437;Aprovado
173376;Bloqueado
764534;Ativo
731538;Reprovado
770038;Reprovado
241678;Reprovado
629249;Aprovado
601299;Reprovado
658296;Ativo
675969;Reprovado
748322;Bloqueado
382584;Reprovado
994552;Reprovado
469521;Reprovado
10811;Ativo
248751;Reprovado
989032;Ativo
787014;Reprovado
12195;Bloqueado
785395;Reprovado
31126;Bloqueado
674444;Reprovado
547043;Ativo
85645;Ativo
334358;Reprovado
558507;Ativo
949705;Ativo
621286;Ativo
382635;Ativo
512266;Ativo
806307;Ativo
383594;Ativo
563238;Reprovado
833456;Ativo
292405;Reprovado
93227;Reprovado
542835;Reprovado
238906;Reprovado
600233;Ativo
375623;Reprovado
581582;Reprovado
440105;Ativo
97060;Reprovado
664376;Reprovado
70177;Ativo
272119;Reprovado
698181;Ativo
620177;Ativo
885533;Ativo
623150;Ativo
272359;Ativo
181121;Ativo
124663;Reprovado
386246;Ativo
678002;Bloqueado
383827;Reprovado
98439;Reprovado
973041;Reprovado
740508;Reprovado
857118;Reprovado
324434;Ativo
140677;Reprovado
118802;Reprovado
556781;Ativo
99130;Ativo
679533;Ativo
453878;Reprovado
322062;Reprovado
599565;Reprovado
404872;Ativo
958644;Ativo
408373;Reprovado
447299;Reprovado
710507;Reprovado
726584;Ativo
308134;Reprovado
113031;Ativo
356206;Reprovado
903717;Bloqueado
335814;Reprovado
738818;Reprovado
733117;Reprovado
976655;Ativo
794074;Bloqueado
992507;Ativo
297511;Ativo
785151;Reprovado
131759;Ativo
597011;Reprovado
432607;Reprovado
655757;Bloqueado
444333;Ativo
692201;Reprovado
543572;Ativo
261630;Reprovado
796097;Ativo
932755;Reprovado
938426;Ativo
365905;Ativo
